序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
9207,AC26273209,ACUPAINLEX INJECTION 20MG/ML (NEFOPAM)  PANBIOTIC,NEFOPAM HCL,20,MG/ML,注射劑,1,ML,臺灣汎生製藥廠股份有限公司,NEFOPAM ， 注射劑 ， 20.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9208,AC26275209,Stopain Injection 20mg/ml  T.F.,NEFOPAM HCL,20,MG/ML,注射劑,1,ML,大豐製藥股份有限公司,NEFOPAM ， 注射劑 ， 20.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9209,AC26686209,LICOPAM INJECTION 20MG/ML (NEFOPAM) Y.Y.,NEFOPAM HCL,20,MG/ML,注射劑,1,ML,應元化學製藥股份有限公司,NEFOPAM ， 注射劑 ， 20.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9210,AC48566209,Tonfupin Injection  Tai Yu,NEFOPAM HCL,20,MG/ML,注射劑,1,ML,台裕化學製藥廠股份有限公司,NEFOPAM ， 注射劑 ， 20.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9211,AC61952100,“PPCD” Oxycodone hydrochloride Immediate Release Capsules 5 mg,OXYCODONE HCL,5,MG,膠囊劑,,,衛生福利部食品藥物管理署管制藥品製藥工廠,OXYCODONE ， 一般錠劑膠囊劑 ， 5.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9212,BC26421100,OxyNorm Immediate Release Capsules 5mg,OXYCODONE HCL,5,MG,膠囊劑,,,衛生福利部食品藥物管理署管制藥品製藥工廠,OXYCODONE ， 一般錠劑膠囊劑 ， 5.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9213,BC26432100,OxyContin Controlled-Release Tablets 10 mg,OXYCODONE HCL,10,MG,緩釋膜衣錠,,,衛生福利部食品藥物管理署管制藥品製藥工廠,OXYCODONE ， 緩釋錠劑膠囊劑 ， 10.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9214,BC26434100,OxyContin Controlled-Release Tablets 20 mg,OXYCODONE HCL,20,MG,緩釋膜衣錠,,,衛生福利部食品藥物管理署管制藥品製藥工廠,OXYCODONE ， 緩釋錠劑膠囊劑 ， 20.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9215,AC52537100,Rizatan tablet 5mg“Union”,RIZATRIPTAN (BENZOATE),5,MG,錠劑,,,保瑞聯邦股份有限公司,RIZATRIPTAN，一般錠劑膠囊劑，5.00MG,三B,1,一般學名藥,N,三B,第三大類,,
9216,AC47561100,Mono-getic F.C.T. 500mg  Johnson,SALSALATE (=SASAPYRINE),500,MG,膜衣錠,,,強生化學製藥廠股份有限公司,SASAPYRINE ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9217,AC22461238,LICOTON INJECTION  S.Y.,SODIUM SALICYLATE,20,MG/ML,注射劑,20,ML,壽元化學工業股份有限公司,SODIUM SALICYLATE 20MG/ML + CHONDROITIN 10MG/ML，  注射劑，  20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9218,AC39619238,ANKOTON INJECTION  ASTAR,CHONDROITIN SULFATE SODIUM,10,MG/ML,注射劑,20,ML,安星製藥股份有限公司,SODIUM SALICYLATE 20MG/ML + CHONDROITIN 10MG/ML，  注射劑，  20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9219,A043786238,SALCA INJECTION,SODIUM SALICYLATE,50,MG/ML,注射劑,20,ML,壽元化學工業股份有限公司,SODIUM SALICYLATE 50MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,三B,2,一般學名藥,N,三B,第三大類,,
9220,AC33586238,SALSOBROCAROSE INJECTION  T.F.,SODIUM SALICYLATE,50,MG/ML,注射劑,20,ML,大豐製藥股份有限公司,SODIUM SALICYLATE 50MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9221,AC43658238,ORIKERN A I.V. INJECTION  ORIENTAL,SODIUM SALICYLATE,50,MG/ML,注射劑,20,ML,東洲化學製藥廠股份有限公司,SODIUM SALICYLATE 50MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9222,NC04586238,5% SAL-BRON INJECTION  CHI SHENG,SODIUM SALICYLATE,50,MG/ML,注射劑,20,ML,濟生醫藥生技股份有限公司,SODIUM SALICYLATE 50MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9223,AC19296238,DEPAINING INJECTION  TAI YU,CALCIUM BROMIDE,20,MG/ML,注射劑,20,ML,台裕化學製藥廠股份有限公司,SODIUM SALICYLATE 25MG/ML + CALCIUM BROMIDE 20MG/ML + DEXTROSE 100MG/ML， 注射劑， 20.00ML,三B,1,一般學名藥,N,三B,第三大類,,
9224,BC24380100,Imigran FDT Tablets 50mg,SUMATRIPTAN (SUCCINATE),50,MG,膜衣錠,,,荷商葛蘭素史克藥廠股份有限公司台灣分公司,SUMATRIPTAN ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,研發廠,N,三B,第三大類,,
9225,AC41557100,TRAMTOR CAPSULES 50MG  PATRON (TRAMADOL HYDROCHLORIDE),TRAMADOL HCL,50,MG,膠囊劑,,,臺灣派頓化學製藥股份有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9226,AC42533100,PAINLAX CAPSULES 50MG (TRAMADOL)  PBF,TRAMADOL HCL,50,MG,膠囊劑,,,寶齡富錦生技股份有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9227,AC43597100,CAMADOL CAPSULES 50MG (TRAMADOL HCL),TRAMADOL HCL,50,MG,膠囊劑,,,明則實業有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9228,AC43824100,TRAMED CAPSULES 50MG  SWISS,TRAMADOL HCL,50,MG,膠囊劑,,,瑞士藥廠股份有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9229,BC16863100,TRAMAL 50 CAPSULES,TRAMADOL HCL,50,MG,膠囊劑,,,禾利行股份有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,研發廠,N,三B,第三大類,,
9230,BC24492100,Tramazac Capsules (Tramadol HCl Capsules),TRAMADOL HCL,50,MG,膠囊劑,,,吉富貿易有限公司,TRAMADOL ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9231,AC42770100,MUACTION SUSTAINED RELEASE TABLETS 100MG  Lotus  (TRAMADOL HYDROCHLORIDE),TRAMADOL HCL,100,MG,持續性藥效錠,,,美時化學製藥股份有限公司,TRAMADOL ， 緩釋錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9232,AC47457100,U-CHU  TRAMADOL RETARD TABLETS 100MG,TRAMADOL HCL,100,MG,持續性藥效錠,,,五洲製藥股份有限公司,TRAMADOL ， 緩釋錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9233,BC21840100,TRAMAL RETARD 100MG,TRAMADOL HCL,100,MG,長效膜衣錠,,,禾利行股份有限公司,TRAMADOL ， 緩釋錠劑膠囊劑 ， 100.00 MG,三B,1,研發廠,N,三B,第三大類,,
9234,BC24340100,TRAMADOL SANDOZ UNO 200MG RETARDTABLETTEN,TRAMADOL HCL,200,MG,持續性藥效錠,,,台灣山德士藥業股份有限公司,TRAMADOL ， 緩釋錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9235,AC38135209,TRAMED INJECTION 50MG/ML  SWISS  (TRAMADOL HYDROCHLORIDE),TRAMADOL HCL,50,MG/ML,注射劑,1,ML,瑞士藥廠股份有限公司,TRAMADOL ， 注射劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9236,AC38135212,TRAMED INJECTION 50MG/ML  SWISS  (TRAMADOL HYDROCHLORIDE),TRAMADOL HCL,50,MG/ML,注射劑,2,ML,瑞士藥廠股份有限公司,TRAMADOL ， 注射劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9237,AC38145212,TRAMTOR INJECTION 50MG/ML (TRAMADOL HYDROCHLORIDE),TRAMADOL HCL,50,MG/ML,注射劑,2,ML,美時化學製藥股份有限公司,TRAMADOL ， 注射劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9238,AC39058212,LIMADOL INJECTION 50MG/ML  N.K.  (TRAMADOL HCL),TRAMADOL HCL,50,MG/ML,注射劑,2,ML,南光化學製藥股份有限公司,TRAMADOL ， 注射劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9239,BC15875212,TRAMAL INJECTION,TRAMADOL HCL,50,MG/ML,注射劑,2,ML,禾利行股份有限公司,TRAMADOL ， 注射劑 ， 100.00 MG,三B,1,研發廠,N,三B,第三大類,,
9240,BC26727212,Ramgic (Tramadol HCl Injection 50mg/ml),TRAMADOL HCL,50,MG/ML,注射液劑,2,ML,上亞科技股份有限公司,TRAMADOL ， 注射劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9241,BC26598100,Wontran ER,TRAMADOL HCL,75,MG,緩釋錠,,,韋淳貿易股份有限公司,TRAMADOL 75 MG + ACETAMINOPHEN 650 MG ， 緩釋錠劑膠囊劑,三A,1,一般學名藥,N,三A,第四大類,,
12850,KC01087299,HEMLIBRA SC Injection 150 mg/mL,EMICIZUMAB,150,MG/ML,注射液劑,1,MG,台灣中外製藥股份有限公司,EMICIZUMAB ， 注射劑 ， 1 MG,一,,研發廠,N,一,第一大類,120/11/16,血友病用藥
12921,BC26592100,SOVALDI 400mg film-coated tablets,SOFOSBUVIR,400,MG,膜衣錠,,,香港商吉立亞醫藥有限公司台灣分公司,SOFOSBUVIR ， 一般錠劑膠囊劑 ， 400 MG,一,,研發廠,N,一,第一大類,120/12/02,C型肝炎用藥
9246,AC46486100,CARMAPINE C.R. FILM COATED TABLETS 200MG  P.L.  (CARBAMAZEPINE),CARBAMAZEPINE,200,MG,持續性藥效錠,,,培力藥品工業股份有限公司,CARBAMAZEPINE ， 緩釋錠劑膠囊劑 ， 200.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9247,AC41574100,CARMAPINE C.R. TABLELS 400MG  P.L.  (CARBAMAZEPINE),CARBAMAZEPINE,400,MG,持續性藥效錠,,,培力藥品工業股份有限公司,CARBAMAZEPINE ， 緩釋錠劑膠囊劑 ， 400.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9248,AC45342100,CLONOPAM TABLETS 0.5MG (CLONAZEPAM),CLONAZEPAM,0.5,MG,錠劑,,,健喬信元醫藥生技股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9249,AC453421G0,CLONOPAM TABLETS 0.5MG (CLONAZEPAM),CLONAZEPAM,0.5,MG,錠劑,,,健喬信元醫藥生技股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9250,AC48816100,Aclonax Tablets,CLONAZEPAM,0.5,MG,錠劑,,,十全實業股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9251,AC488161G0,Aclonax Tablets,CLONAZEPAM,0.5,MG,錠劑,,,十全實業股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9252,AC58017100,Ripam tablets 0.5mg,CLONAZEPAM,0.5,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9253,AC580171G0,Ripam tablets 0.5mg,CLONAZEPAM,0.5,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9254,AC59645100,Rivopam Tablets 0.5mg  Y.Y.,CLONAZEPAM,0.5,MG,錠劑,,,應元化學製藥股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9255,AC596451G0,Rivopam Tablets 0.5mg  Y.Y.,CLONAZEPAM,0.5,MG,錠劑,,,應元化學製藥股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9256,BC03077100,RIVOTRIL 0.5MG TABLET,CLONAZEPAM,0.5,MG,錠劑,,,台灣大昌華嘉股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,研發廠,N,三B,第三大類,,
9257,BC030771G0,RIVOTRIL 0.5MG TABLET,CLONAZEPAM,0.5,MG,錠劑,,,台灣大昌華嘉股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,三B,1,研發廠,N,三B,第三大類,,
9258,AC45345100,CLONOPAM TABLETS 2MG (CLONAZEPAM),CLONAZEPAM,2,MG,錠劑,,,健喬信元醫藥生技股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9259,AC453451G0,CLONOPAM TABLETS 2MG (CLONAZEPAM),CLONAZEPAM,2,MG,錠劑,,,健喬信元醫藥生技股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9260,AC48697100,Zepanc Tablets,CLONAZEPAM,2,MG,錠劑,,,十全實業股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9261,AC486971G0,Zepanc Tablets,CLONAZEPAM,2,MG,錠劑,,,十全實業股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9262,AC55924100,Rivopam Tablets 2mg“Y.Y.”,CLONAZEPAM,2,MG,錠劑,,,應元化學製藥股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9263,AC559241G0,Rivopam Tablets 2mg“Y.Y.”,CLONAZEPAM,2,MG,錠劑,,,應元化學製藥股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9264,AC58135100,Ripam Tablets 2mg,CLONAZEPAM,2,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9265,AC581351G0,Ripam Tablets 2mg,CLONAZEPAM,2,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,一般學名藥,N,三B,第三大類,,
9266,BC030781G0,RIVOTRIL 2MG TABLET,CLONAZEPAM,2,MG,錠劑,,,台灣大昌華嘉股份有限公司,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,三B,1,研發廠,N,三B,第三大類,,
9267,AC51524100,Carbatin Capsules 100 mg,GABAPENTIN,100,MG,膠囊劑,,,南光化學製藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9268,AC57196100,Gapatin Capsules 100mg  Synray,GABAPENTIN,100,MG,膠囊劑,,,新瑞生物科技股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9269,BC22823100,NEURONTIN CAPSULES 100MG,GABAPENTIN,100,MG,膠囊劑,,,暉致醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,研發廠,N,三B,第三大類,,
9270,AC48357100,Gapatin Capsules 300mg,GABAPENTIN,300,MG,膠囊劑,,,瑞士藥廠股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9271,AC49465100,Carbatin Capsules 300 mg,GABAPENTIN,300,MG,膠囊劑,,,南光化學製藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9272,BC22821100,NEURONTIN CAPSULES 300MG,GABAPENTIN,300,MG,膠囊劑,,,暉致醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,研發廠,N,三B,第三大類,,
9273,AC50036100,Gapatin Capsules 400mg,GABAPENTIN,400,MG,膠囊劑,,,瑞士藥廠股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 400.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9274,BC22822100,NEURONTIN CAPSULES 400MG,GABAPENTIN,400,MG,膠囊劑,,,暉致醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 400.00 MG,三B,1,研發廠,N,三B,第三大類,,
9275,AC47905100,Gaty film-coated tablet 600mg,GABAPENTIN,600,MG,膜衣錠,,,瑩碩生技醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 600.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9276,AC49517100,Gapatin F.C. Tablets 600mg,GABAPENTIN,600,MG,膜衣錠,,,瑞士藥廠股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 600.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9277,BC23672100,NEURONTIN F.C. TABLETS 600MG,GABAPENTIN,600,MG,膜衣錠,,,暉致醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 600.00 MG,三B,1,研發廠,N,三B,第三大類,,
9278,AB49446100,Carbatin F.C. Tablets 800 mg,GABAPENTIN,800,MG,膜衣錠,,,南光化學製藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 800.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9279,AC47982100,Gaty film-coated tablets 800mg,GABAPENTIN,800,MG,膜衣錠,,,瑩碩生技醫藥股份有限公司,GABAPENTIN ， 一般錠劑膠囊劑 ， 800.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9280,AC49713157,Remaltin Oral Solution “Center”,GABAPENTIN,50,MG/ML,內服液劑,120,ML,晟德大藥廠股份有限公司,GABAPENTIN ， 口服液劑 ， 50.00  MG/ML ， 120 ML,三A,1,BA/BE學名藥,N,三B,第三大類,,
9281,AC49713164,Remaltin Oral Solution “Center”,GABAPENTIN,50,MG/ML,內服液劑,240,ML,晟德大藥廠股份有限公司,GABAPENTIN ， 口服液劑 ， 50.00  MG/ML ， 240 ML,三A,1,BA/BE學名藥,N,三B,第三大類,,
9282,BC26284100,Vimpat 50mg film-coated tablets,LACOSAMIDE,50,MG,膜衣錠,,,台灣優時比貿易有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 50.00 MG,三A,1,研發廠,N,三A,第三大類,,
9283,BC28507100,COMIDE 50 (Lacosamide Tablets 50mg),LACOSAMIDE,50,MG,膜衣錠,,,凱沛爾藥品有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 50.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9284,BC26285100,Vimpat 100mg film-coated tablets,LACOSAMIDE,100,MG,膜衣錠,,,台灣優時比貿易有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,三A,1,研發廠,N,三A,第三大類,,
9285,BC28506100,COMIDE 100 (Lacosamide Tablets 100mg),LACOSAMIDE,100,MG,膜衣錠,,,凱沛爾藥品有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9286,BC28686100,LACASA 100 (Lacosamide Tablets Ph.Eur. 100mg),LACOSAMIDE,100,MG,膜衣錠,,,毅有生技醫藥股份有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9287,BC26286100,Vimpat 150mg film-coated tablets,LACOSAMIDE,150,MG,膜衣錠,,,台灣優時比貿易有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 150.00 MG,三A,1,研發廠,N,三A,第三大類,,
9288,BC28505100,COMIDE 150 (Lacosamide Tablets 150mg),LACOSAMIDE,150,MG,膜衣錠,,,凱沛爾藥品有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 150.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9289,BC26287100,Vimpat 200mg film-coated tablets,LACOSAMIDE,200,MG,膜衣錠,,,台灣優時比貿易有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 200.00 MG,三A,1,研發廠,N,三A,第三大類,,
9290,BC28529100,COMIDE 200 (Lacosamide Tablets 200 mg),LACOSAMIDE,200,MG,膜衣錠,,,凱沛爾藥品有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 200.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9291,BC28689100,LACASA 200 (Lacosamide Tablets Ph.Eur. 200mg),LACOSAMIDE,200,MG,膜衣錠,,,毅有生技醫藥股份有限公司,LACOSAMIDE ， 一般錠劑膠囊劑 ， 200.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9292,AC61819238,Opasamide 10mg/ml for Injection,LACOSAMIDE,10,MG/ML,注射液劑,20,ML,友杏生技醫藥股份有限公司中科分公司,LACOSAMIDE ， 注射劑 ， 200 MG,三A,1,一般學名藥,N,三A,第四大類,,
9293,BC26283238,Vimpat 10mg/ml solution for infusion,LACOSAMIDE,10,MG/ML,注射液,20,ML,台灣優時比貿易有限公司,LACOSAMIDE ， 注射劑 ， 200 MG,三A,1,研發廠,N,三A,第四大類,,
9294,BC21093100,LAMICTAL DISPERSIBLE/CHEWABLE TABLETS 5MG,LAMOTRIGINE,5,MG,咀嚼錠,,,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 5.00 MG,三B,1,研發廠,N,三B,第三大類,,
9295,AB47079100,U-Chu LAMOGIN TABLETS 50MG,LAMOTRIGINE,50,MG,錠劑,,,五洲製藥股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9296,AC47400100,LAMTA TABLETS 50MG (LAMOTRIGINE),LAMOTRIGINE,50,MG,錠劑,,,信東生技股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9297,AC47568100,Latrigine Tablets 50 mg,LAMOTRIGINE,50,MG,錠劑,,,健喬信元醫藥生技股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9298,BC20509100,LAMICTAL TABLETS 50MG,LAMOTRIGINE,50,MG,錠劑,,,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,研發廠,N,三B,第三大類,,
9299,A047517100,LATRIGINE TABLETS 100MG (LAMOTRIGINE),LAMOTRIGINE,100,MG,錠劑,,,健喬信元醫藥生技股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,2,BA/BE學名藥,N,三B,第三大類,,
9300,AB45592100,U-Chu LAMOGIN TABLETS 100MG,LAMOTRIGINE,100,MG,錠劑,,,五洲製藥股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9301,AC49133100,Lamta Tablets 100 mg (Lamotrigine),LAMOTRIGINE,100,MG,錠劑,,,信東生技股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9302,BC20510100,LAMICTAL TABLETS 100MG,LAMOTRIGINE,100,MG,錠劑,,,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,研發廠,N,三B,第三大類,,
9303,BC24320100,LAMOTRIX 100mg Tablets,LAMOTRIGINE,100,MG,錠劑,,,雙正貿易股份有限公司,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9304,AC57363100,Letampin (R) F.C. Tablets 250mg,LEVETIRACETAM,250,MG,膜衣錠,,,瑞士藥廠股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 250.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9305,A051731100,Epilen F.C. Tablets 500mg,LEVETIRACETAM,500,MG,膜衣錠,,,永茂藥業股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,2,BA/BE學名藥,N,三B,第三大類,,
9306,AC49899100,Nobelin F.C. Tablets 500 mg,LEVETIRACETAM,500,MG,膜衣錠,,,南光化學製藥股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9307,AC55283100,Letampin F.C. Tablets 500mg,LEVETIRACETAM,500,MG,膜衣錠,,,瑞士藥廠股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9308,AC55928100,Levim Film Coated Tablets 500 mg,LEVETIRACETAM,500,MG,膜衣錠,,,健喬信元醫藥生技股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9309,BC23889100,KEPPRA FILM-COATED TABLETS 500MG,LEVETIRACETAM,500,MG,膜衣錠,,,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,研發廠,N,三B,第三大類,,
9310,BC26961100,Pharacetam Film-Coated Tablets 500mg,LEVETIRACETAM,500,MG,膜衣錠,,,西海生技股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9311,BC28504100,LETRAM 500 (Levetiracetam F.C. Tablets 500mg),LEVETIRACETAM,500,MG,膜衣錠,,,凱沛爾藥品有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9312,BC26090100,Pharacetam Film-Coated Tablet 1000mg,LEVETIRACETAM,1000,MG,膜衣錠,,,西海生技股份有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 1000.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
