序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
4518,AC36963329,BENCOGEN CREAM,BETAMETHASONE DIPROPIONATE,0.5,MG/GM,乳膏劑,10,GM,壽元化學工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4519,AC49877329,B-Gencin cream“Sinphar”,BETAMETHASONE DIPROPIONATE,0.64,MG/GM,乳膏劑,10,GM,杏輝藥品工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4520,AC13647335,GENTASONE CREAM,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,15,GM,中生生技製藥股份有限公司淡水廠,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4521,AC49877335,B-Gencin cream“Sinphar”,BETAMETHASONE DIPROPIONATE,0.64,MG/GM,乳膏劑,15,GM,杏輝藥品工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4522,A004973321,RINDERON-VA CREAM 0.06%,BETAMETHASONE (VALERATE),0.5,MG/GM,軟膏劑,5,GM,台灣?野義製藥股份有限公司,BETAMETHASONE 0.5MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,三B,2,一般學名藥,Y,三B,第三大類,,
4523,AC32882321,SALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,5,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4524,AC35055321,BECYLIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,5,GM,美西製藥有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4525,AC37078321,BALINSE OINTMENT  GCPC,SALICYLIC ACID,30,MG/GM,軟膏劑,5,GM,人人化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4526,AC42269321,BETASAY OINTMENT  SINPHAR,BETAMETHASONE,0.5,MG/GM,軟膏劑,5,GM,杏輝藥品工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4527,AC45289321,BETASALIC OINTMENT,BETAMETHASONE,0.5,MG/GM,軟膏劑,5,GM,中生生技製藥股份有限公司淡水廠,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4528,AC48692321,Betasa Ointment,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,5,GM,國信藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4529,AC51713321,Salisone Ointment,SALICYLIC ACID,30,MG/GM,軟膏劑,5,GM,昱任藥品有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4530,AC29574329,SONGI OINTMENT  STANDARD,SALICYLIC ACID,30,MG/GM,軟膏劑,10,GM,生達化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4531,AC32882329,SALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,10,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4532,AC35055329,BECYLIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,10,GM,美西製藥有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4533,AC37078329,BALINSE OINTMENT  GCPC,SALICYLIC ACID,30,MG/GM,軟膏劑,10,GM,人人化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4534,AC42269329,BETASAY OINTMENT  SINPHAR,BETAMETHASONE,0.5,MG/GM,軟膏劑,10,GM,杏輝藥品工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4535,AC45289329,BETASALIC OINTMENT,BETAMETHASONE,0.5,MG/GM,軟膏劑,10,GM,中生生技製藥股份有限公司淡水廠,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4536,AC45349329,BESALIC OINTMENT,SALICYLIC ACID,30,MG/GM,軟膏劑,10,GM,合成藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4537,AC45673329,PROBISALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,10,GM,元福國際股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4538,AC32882335,SALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,15,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4539,AC35055335,BECYLIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,15,GM,美西製藥有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4540,AC37078335,BALINSE OINTMENT  GCPC,SALICYLIC ACID,30,MG/GM,軟膏劑,15,GM,人人化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4541,AC42269335,BETASAY OINTMENT  SINPHAR,BETAMETHASONE,0.5,MG/GM,軟膏劑,15,GM,杏輝藥品工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4542,AC45289335,BETASALIC OINTMENT,BETAMETHASONE,0.5,MG/GM,軟膏劑,15,GM,中生生技製藥股份有限公司淡水廠,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4543,AC45349335,BESALIC OINTMENT,SALICYLIC ACID,30,MG/GM,軟膏劑,15,GM,合成藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4544,AC48692335,Betasa Ointment,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,15,GM,國信藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4545,AC51713335,Salisone Ointment,SALICYLIC ACID,30,MG/GM,軟膏劑,15,GM,昱任藥品有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4546,AC32882338,SALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,20,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4547,AC35055338,BECYLIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,20,GM,美西製藥有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4548,AC37078338,BALINSE OINTMENT  GCPC,SALICYLIC ACID,30,MG/GM,軟膏劑,20,GM,人人化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4549,AC42269338,BETASAY OINTMENT  SINPHAR,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,20,GM,杏輝藥品工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4550,AC45289338,BETASALIC OINTMENT,BETAMETHASONE,0.5,MG/GM,軟膏劑,20,GM,中生生技製藥股份有限公司淡水廠,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4551,AC45349338,BESALIC OINTMENT,SALICYLIC ACID,30,MG/GM,軟膏劑,20,GM,合成藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4552,AC45673338,PROBISALIC OINTMENT,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,20,GM,元福國際股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4553,AC48692338,Betasa Ointment,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,軟膏劑,20,GM,國信藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4554,AC32882340,SALIC OINTMENT,BETAMETHASONE,0.5,MG/GM,軟膏劑,25,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 25.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4555,AC37078340,BALINSE OINTMENT  GCPC,SALICYLIC ACID,30,MG/GM,軟膏劑,25,GM,人人化學製藥股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 25.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4556,AC32882343,SALIC OINTMENT,SALICYLIC ACID,30,MG/GM,軟膏劑,30,GM,壽元化學工業股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 30.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4557,AC45349343,BESALIC OINTMENT,SALICYLIC ACID,30,MG/GM,軟膏劑,30,GM,合成藥品股份有限公司,BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + SALICYLIC ACID 30MG/GM， 外用軟膏劑， 30.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4558,A018322321,GENDERON CREAM  PATRON,BETAMETHASONE (VALERATE),1.2,MG/GM,乳膏劑,5,GM,臺灣派頓化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4559,A041980321,GENTASON CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,5,GM,岳生生技股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4560,AC11652321,BETTERSONE OINTMENT,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,5,GM,美西製藥有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4561,AC27519321,BETAGEN CREAM,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,5,GM,瑞士藥廠股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4562,AC32288321,FUTUSOA CREAM  S.Y.,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,5,GM,壽元化學工業股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4563,AC36031321,BEFUMED CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,5,GM,賜利優醫藥生技有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4564,AC36174321,BETAGEN CREAM  GCPC,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,5,GM,人人化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4565,AC50078321,Dermaca Cream,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,5,GM,康衛藥業股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4566,A018322329,GENDERON CREAM  PATRON,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,臺灣派頓化學製藥股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4567,A032419329,Sinbeta derm cream,BETAMETHASONE (17-VALERATE),1,MG/GM,乳膏劑,10,GM,杏輝藥品工業股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,2,一般學名藥,Y,三B,第三大類,,
4568,A041725329,MENLIN CREAM  CHINTENG,BETAMETHASONE,1.2,MG/GM,乳膏劑,10,GM,井田國際醫藥廠股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,2,一般學名藥,Y,三B,第三大類,,
4569,A041980329,GENTASON CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,岳生生技股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4570,AC11652329,BETTERSONE OINTMENT,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,10,GM,美西製藥有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4571,AC17795329,SOFT CREAM,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,10,GM,福元化學製藥股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4572,AC27519329,BETAGEN CREAM,BETAMETHASONE (17-VALERATE),1,MG/GM,軟膏劑,10,GM,瑞士藥廠股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4573,AC32288329,FUTUSOA CREAM  S.Y.,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,壽元化學工業股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4574,AC36031329,BEFUMED CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,賜利優醫藥生技有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4575,AC36174329,BETAGEN CREAM  GCPC,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,人人化學製藥股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4576,AC50078329,Dermaca Cream,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,10,GM,康衛藥業股份有限公司,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4577,AC08678335,BETASON CREAM  LITA,BETAMETHASONE (17-VALERATE),1.2,MG/GM,軟膏劑,15,GM,利達製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4578,AC11652335,BETTERSONE OINTMENT,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,15,GM,美西製藥有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4579,AC17795335,SOFT CREAM,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,15,GM,福元化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4580,AC27519335,BETAGEN CREAM,BETAMETHASONE (17-VALERATE),1.2,MG/GM,軟膏劑,15,GM,瑞士藥廠股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4581,AC36031335,BEFUMED CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,15,GM,賜利優醫藥生技有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4582,AC36174335,BETAGEN CREAM  GCPC,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,15,GM,人人化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4583,AC50078335,Dermaca Cream,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,15,GM,康衛藥業股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4584,A041980338,GENTASON CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,20,GM,岳生生技股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4585,AC11652338,BETTERSONE OINTMENT,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,20,GM,美西製藥有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4586,AC17795338,SOFT CREAM,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,20,GM,福元化學製藥股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4587,AC27519338,BETAGEN CREAM,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,20,GM,瑞士藥廠股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4588,AC32288338,FUTUSOA CREAM  S.Y.,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,20,GM,壽元化學工業股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4589,AC36031338,BEFUMED CREAM,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,20,GM,賜利優醫藥生技有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4590,AC36174338,BETAGEN CREAM  GCPC,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,20,GM,人人化學製藥股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4591,AC50078338,Dermaca Cream,BETAMETHASONE (VALERATE),1,MG/GM,乳膏劑,20,GM,康衛藥業股份有限公司,BETAMETHASONE 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 20.00GM,三B,1,一般學名藥,Y,三B,第三大類,,
4592,AC22392321,NEOSONE CREAM  GCPC,BETAMETHASONE (17-VALERATE),1,MG/GM,乳膏劑,5,GM,人人化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4593,AC49529321,B-N-O Ointment,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,5,GM,昱任藥品有限公司,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4594,AC22392329,NEOSONE CREAM  GCPC,BETAMETHASONE (17-VALERATE),1,MG/GM,乳膏劑,10,GM,人人化學製藥股份有限公司,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4595,AC49529329,B-N-O Ointment,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,10,GM,昱任藥品有限公司,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 10.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4596,AC49529335,B-N-O Ointment,BETAMETHASONE (VALERATE),1,MG/GM,軟膏劑,15,GM,昱任藥品有限公司,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 15.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4597,A044241321,DR.PI.A.F. CREAM  MEIDER,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,明德製藥股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,2,一般學名藥,N,三B,第三大類,,
4598,AC38184321,TRIDERMSONE CREAM,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,壽元化學工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4599,AC38427321,RAMIN CREAM  EVEREST,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,永勝藥品工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4600,AC43003321,CHU-FU CREAM  WINSTON,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,溫士頓醫藥股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4601,AC43621321,B.C.G. CREAM,CLOTRIMAZOLE,10,MG/GM,乳膏劑,5,GM,國信藥品股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4602,AC44117321,CLOBEGEN CREAM  WEIDAR,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,衛達化學製藥股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4603,AC48771321,Clobecin Cream“Patron”,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,臺灣派頓化學製藥股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
4604,AC49422321,Betaclogen Cream“Sinphar”,BETAMETHASONE (DIPROPIONATE),0.5,MG/GM,乳膏劑,5,GM,杏輝藥品工業股份有限公司,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,三B,1,一般學名藥,N,三B,第三大類,,
